Year,RoundNumber,EventName,EventDate,DriverNumber,Abbreviation,DriverId,FullName,TeamName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status
2018,17,Japanese Grand Prix,2018-10-07,44,HAM,hamilton,Lewis Hamilton,Mercedes,1.0,,,0 days 00:01:28.702000,0 days 00:01:28.017000,0 days 00:01:27.760000,,
2018,17,Japanese Grand Prix,2018-10-07,77,BOT,bottas,Valtteri Bottas,Mercedes,2.0,,,0 days 00:01:29.297000,0 days 00:01:27.987000,0 days 00:01:28.059000,,
2018,17,Japanese Grand Prix,2018-10-07,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,3.0,,,0 days 00:01:29.480000,0 days 00:01:28.849000,0 days 00:01:29.057000,,
2018,17,Japanese Grand Prix,2018-10-07,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,4.0,,,0 days 00:01:29.631000,0 days 00:01:28.595000,0 days 00:01:29.521000,,
2018,17,Japanese Grand Prix,2018-10-07,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,5.0,,,0 days 00:01:29.724000,0 days 00:01:29.678000,0 days 00:01:29.761000,,
2018,17,Japanese Grand Prix,2018-10-07,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,6.0,,,0 days 00:01:30.248000,0 days 00:01:29.848000,0 days 00:01:30.023000,,
2018,17,Japanese Grand Prix,2018-10-07,10,GAS,gasly,Pierre Gasly,Toro Rosso,7.0,,,0 days 00:01:30.137000,0 days 00:01:29.810000,0 days 00:01:30.093000,,
2018,17,Japanese Grand Prix,2018-10-07,31,OCO,ocon,Esteban Ocon,Racing Point,8.0,,,0 days 00:01:29.899000,0 days 00:01:29.538000,0 days 00:01:30.126000,,
2018,17,Japanese Grand Prix,2018-10-07,5,VET,vettel,Sebastian Vettel,Ferrari,9.0,,,0 days 00:01:29.049000,0 days 00:01:28.279000,0 days 00:01:32.192000,,
2018,17,Japanese Grand Prix,2018-10-07,11,PER,perez,Sergio Perez,Racing Point,10.0,,,0 days 00:01:30.247000,0 days 00:01:29.567000,0 days 00:01:37.229000,,
2018,17,Japanese Grand Prix,2018-10-07,16,LEC,leclerc,Charles Leclerc,Sauber,11.0,,,0 days 00:01:29.706000,0 days 00:01:29.864000,,,
2018,17,Japanese Grand Prix,2018-10-07,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,12.0,,,0 days 00:01:30.219000,0 days 00:01:30.226000,,,
2018,17,Japanese Grand Prix,2018-10-07,55,SAI,sainz,Carlos Sainz,Renault,13.0,,,0 days 00:01:30.236000,0 days 00:01:30.490000,,,
2018,17,Japanese Grand Prix,2018-10-07,18,STR,stroll,Lance Stroll,Williams,14.0,,,0 days 00:01:30.317000,0 days 00:01:30.714000,,,
2018,17,Japanese Grand Prix,2018-10-07,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,15.0,,,0 days 00:01:29.806000,,,,
2018,17,Japanese Grand Prix,2018-10-07,27,HUL,hulkenberg,Nico Hulkenberg,Renault,16.0,,,0 days 00:01:30.361000,,,,
2018,17,Japanese Grand Prix,2018-10-07,35,SIR,sirotkin,Sergey Sirotkin,Williams,17.0,,,0 days 00:01:30.372000,,,,
2018,17,Japanese Grand Prix,2018-10-07,14,ALO,alonso,Fernando Alonso,McLaren,18.0,,,0 days 00:01:30.573000,,,,
2018,17,Japanese Grand Prix,2018-10-07,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,19.0,,,0 days 00:01:31.041000,,,,
2018,17,Japanese Grand Prix,2018-10-07,9,ERI,ericsson,Marcus Ericsson,Sauber,20.0,,,0 days 00:01:31.213000,,,,
2018,18,United States Grand Prix,2018-10-21,44,HAM,hamilton,Lewis Hamilton,Mercedes,1.0,,,0 days 00:01:34.130000,0 days 00:01:33.480000,0 days 00:01:32.237000,,
2018,18,United States Grand Prix,2018-10-21,5,VET,vettel,Sebastian Vettel,Ferrari,2.0,,,0 days 00:01:34.569000,0 days 00:01:33.079000,0 days 00:01:32.298000,,
2018,18,United States Grand Prix,2018-10-21,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,3.0,,,0 days 00:01:34.703000,0 days 00:01:32.884000,0 days 00:01:32.307000,,
2018,18,United States Grand Prix,2018-10-21,77,BOT,bottas,Valtteri Bottas,Mercedes,4.0,,,0 days 00:01:34.518000,0 days 00:01:33.702000,0 days 00:01:32.616000,,
2018,18,United States Grand Prix,2018-10-21,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,5.0,,,0 days 00:01:34.755000,0 days 00:01:34.185000,0 days 00:01:33.494000,,
2018,18,United States Grand Prix,2018-10-21,31,OCO,ocon,Esteban Ocon,Racing Point,6.0,,,0 days 00:01:34.876000,0 days 00:01:34.522000,0 days 00:01:34.145000,,
2018,18,United States Grand Prix,2018-10-21,27,HUL,hulkenberg,Nico Hulkenberg,Renault,7.0,,,0 days 00:01:34.932000,0 days 00:01:34.564000,0 days 00:01:34.215000,,
2018,18,United States Grand Prix,2018-10-21,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,8.0,,,0 days 00:01:34.892000,0 days 00:01:34.419000,0 days 00:01:34.250000,,
2018,18,United States Grand Prix,2018-10-21,16,LEC,leclerc,Charles Leclerc,Sauber,9.0,,,0 days 00:01:35.069000,0 days 00:01:34.255000,0 days 00:01:34.420000,,
2018,18,United States Grand Prix,2018-10-21,11,PER,perez,Sergio Perez,Racing Point,10.0,,,0 days 00:01:35.193000,0 days 00:01:34.525000,0 days 00:01:34.594000,,
2018,18,United States Grand Prix,2018-10-21,55,SAI,sainz,Carlos Sainz,Renault,11.0,,,0 days 00:01:34.891000,0 days 00:01:34.566000,,,
2018,18,United States Grand Prix,2018-10-21,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,12.0,,,0 days 00:01:34.972000,0 days 00:01:34.732000,,,
2018,18,United States Grand Prix,2018-10-21,10,GAS,gasly,Pierre Gasly,Toro Rosso,13.0,,,0 days 00:01:34.850000,,,,
2018,18,United States Grand Prix,2018-10-21,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,14.0,,,0 days 00:01:35.206000,,,,
2018,18,United States Grand Prix,2018-10-21,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,15.0,,,0 days 00:01:34.766000,,,,
2018,18,United States Grand Prix,2018-10-21,14,ALO,alonso,Fernando Alonso,McLaren,16.0,,,0 days 00:01:35.294000,,,,
2018,18,United States Grand Prix,2018-10-21,35,SIR,sirotkin,Sergey Sirotkin,Williams,17.0,,,0 days 00:01:35.362000,,,,
2018,18,United States Grand Prix,2018-10-21,18,STR,stroll,Lance Stroll,Williams,18.0,,,0 days 00:01:35.480000,,,,
2018,18,United States Grand Prix,2018-10-21,9,ERI,ericsson,Marcus Ericsson,Sauber,19.0,,,0 days 00:01:35.536000,,,,
2018,18,United States Grand Prix,2018-10-21,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,20.0,,,0 days 00:01:35.735000,,,,
2018,19,Mexican Grand Prix,2018-10-28,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,1.0,,,0 days 00:01:15.866000,0 days 00:01:15.845000,0 days 00:01:14.759000,,
2018,19,Mexican Grand Prix,2018-10-28,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,2.0,,,0 days 00:01:15.756000,0 days 00:01:15.640000,0 days 00:01:14.785000,,
2018,19,Mexican Grand Prix,2018-10-28,44,HAM,hamilton,Lewis Hamilton,Mercedes,3.0,,,0 days 00:01:15.673000,0 days 00:01:15.644000,0 days 00:01:14.894000,,
2018,19,Mexican Grand Prix,2018-10-28,5,VET,vettel,Sebastian Vettel,Ferrari,4.0,,,0 days 00:01:16.089000,0 days 00:01:15.715000,0 days 00:01:14.970000,,
2018,19,Mexican Grand Prix,2018-10-28,77,BOT,bottas,Valtteri Bottas,Mercedes,5.0,,,0 days 00:01:15.580000,0 days 00:01:15.923000,0 days 00:01:15.160000,,
2018,19,Mexican Grand Prix,2018-10-28,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,6.0,,,0 days 00:01:16.446000,0 days 00:01:15.996000,0 days 00:01:15.330000,,
2018,19,Mexican Grand Prix,2018-10-28,27,HUL,hulkenberg,Nico Hulkenberg,Renault,7.0,,,0 days 00:01:16.498000,0 days 00:01:16.126000,0 days 00:01:15.827000,,
2018,19,Mexican Grand Prix,2018-10-28,55,SAI,sainz,Carlos Sainz,Renault,8.0,,,0 days 00:01:16.813000,0 days 00:01:16.188000,0 days 00:01:16.084000,,
2018,19,Mexican Grand Prix,2018-10-28,16,LEC,leclerc,Charles Leclerc,Sauber,9.0,,,0 days 00:01:16.862000,0 days 00:01:16.320000,0 days 00:01:16.189000,,
2018,19,Mexican Grand Prix,2018-10-28,9,ERI,ericsson,Marcus Ericsson,Sauber,10.0,,,0 days 00:01:16.701000,0 days 00:01:16.633000,0 days 00:01:16.513000,,
2018,19,Mexican Grand Prix,2018-10-28,31,OCO,ocon,Esteban Ocon,Racing Point,11.0,,,0 days 00:01:16.252000,0 days 00:01:16.844000,,,
2018,19,Mexican Grand Prix,2018-10-28,14,ALO,alonso,Fernando Alonso,McLaren,12.0,,,0 days 00:01:16.857000,0 days 00:01:16.871000,,,
2018,19,Mexican Grand Prix,2018-10-28,11,PER,perez,Sergio Perez,Racing Point,13.0,,,0 days 00:01:16.242000,0 days 00:01:17.167000,,,
2018,19,Mexican Grand Prix,2018-10-28,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,14.0,,,0 days 00:01:16.682000,0 days 00:01:17.184000,,,
2018,19,Mexican Grand Prix,2018-10-28,10,GAS,gasly,Pierre Gasly,Toro Rosso,15.0,,,0 days 00:01:16.828000,,,,
2018,19,Mexican Grand Prix,2018-10-28,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,16.0,,,0 days 00:01:16.911000,,,,
2018,19,Mexican Grand Prix,2018-10-28,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,17.0,,,0 days 00:01:16.966000,,,,
2018,19,Mexican Grand Prix,2018-10-28,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,18.0,,,0 days 00:01:17.599000,,,,
2018,19,Mexican Grand Prix,2018-10-28,18,STR,stroll,Lance Stroll,Williams,19.0,,,0 days 00:01:17.689000,,,,
2018,19,Mexican Grand Prix,2018-10-28,35,SIR,sirotkin,Sergey Sirotkin,Williams,20.0,,,0 days 00:01:17.886000,,,,
2018,20,Brazilian Grand Prix,2018-11-11,44,HAM,hamilton,Lewis Hamilton,Mercedes,1.0,,,0 days 00:01:08.464000,0 days 00:01:07.795000,0 days 00:01:07.281000,,
2018,20,Brazilian Grand Prix,2018-11-11,5,VET,vettel,Sebastian Vettel,Ferrari,2.0,,,0 days 00:01:08.452000,0 days 00:01:07.776000,0 days 00:01:07.374000,,
2018,20,Brazilian Grand Prix,2018-11-11,77,BOT,bottas,Valtteri Bottas,Mercedes,3.0,,,0 days 00:01:08.492000,0 days 00:01:07.727000,0 days 00:01:07.441000,,
2018,20,Brazilian Grand Prix,2018-11-11,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,4.0,,,0 days 00:01:08.452000,0 days 00:01:08.028000,0 days 00:01:07.456000,,
2018,20,Brazilian Grand Prix,2018-11-11,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,5.0,,,0 days 00:01:08.205000,0 days 00:01:08.017000,0 days 00:01:07.778000,,
2018,20,Brazilian Grand Prix,2018-11-11,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,6.0,,,0 days 00:01:08.544000,0 days 00:01:08.055000,0 days 00:01:07.780000,,
2018,20,Brazilian Grand Prix,2018-11-11,9,ERI,ericsson,Marcus Ericsson,Sauber,7.0,,,0 days 00:01:08.754000,0 days 00:01:08.579000,0 days 00:01:08.296000,,
2018,20,Brazilian Grand Prix,2018-11-11,16,LEC,leclerc,Charles Leclerc,Sauber,8.0,,,0 days 00:01:08.667000,0 days 00:01:08.335000,0 days 00:01:08.492000,,
2018,20,Brazilian Grand Prix,2018-11-11,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,9.0,,,0 days 00:01:08.735000,0 days 00:01:08.239000,0 days 00:01:08.517000,,
2018,20,Brazilian Grand Prix,2018-11-11,10,GAS,gasly,Pierre Gasly,Toro Rosso,10.0,,,0 days 00:01:09.046000,0 days 00:01:08.616000,0 days 00:01:09.029000,,
2018,20,Brazilian Grand Prix,2018-11-11,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,11.0,,,0 days 00:01:08.474000,0 days 00:01:08.659000,,,
2018,20,Brazilian Grand Prix,2018-11-11,11,PER,perez,Sergio Perez,Racing Point,12.0,,,0 days 00:01:09.217000,0 days 00:01:08.741000,,,
2018,20,Brazilian Grand Prix,2018-11-11,31,OCO,ocon,Esteban Ocon,Racing Point,13.0,,,0 days 00:01:09.264000,0 days 00:01:08.770000,,,
2018,20,Brazilian Grand Prix,2018-11-11,27,HUL,hulkenberg,Nico Hulkenberg,Renault,14.0,,,0 days 00:01:09.009000,0 days 00:01:08.834000,,,
2018,20,Brazilian Grand Prix,2018-11-11,35,SIR,sirotkin,Sergey Sirotkin,Williams,15.0,,,0 days 00:01:09.259000,0 days 00:01:10.381000,,,
2018,20,Brazilian Grand Prix,2018-11-11,55,SAI,sainz,Carlos Sainz,Renault,16.0,,,0 days 00:01:09.269000,,,,
2018,20,Brazilian Grand Prix,2018-11-11,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,17.0,,,0 days 00:01:09.280000,,,,
2018,20,Brazilian Grand Prix,2018-11-11,14,ALO,alonso,Fernando Alonso,McLaren,18.0,,,0 days 00:01:09.402000,,,,
2018,20,Brazilian Grand Prix,2018-11-11,18,STR,stroll,Lance Stroll,Williams,19.0,,,0 days 00:01:09.441000,,,,
2018,20,Brazilian Grand Prix,2018-11-11,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,20.0,,,0 days 00:01:09.601000,,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,44,HAM,hamilton,Lewis Hamilton,Mercedes,1.0,,,0 days 00:01:36.828000,0 days 00:01:35.693000,0 days 00:01:34.794000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,77,BOT,bottas,Valtteri Bottas,Mercedes,2.0,,,0 days 00:01:36.789000,0 days 00:01:36.392000,0 days 00:01:34.956000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,5,VET,vettel,Sebastian Vettel,Ferrari,3.0,,,0 days 00:01:36.775000,0 days 00:01:36.345000,0 days 00:01:35.125000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,7,RAI,raikkonen,Kimi Räikkönen,Ferrari,4.0,,,0 days 00:01:37.010000,0 days 00:01:36.735000,0 days 00:01:35.365000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,3,RIC,ricciardo,Daniel Ricciardo,Red Bull Racing,5.0,,,0 days 00:01:37.117000,0 days 00:01:36.964000,0 days 00:01:35.401000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,33,VER,max_verstappen,Max Verstappen,Red Bull Racing,6.0,,,0 days 00:01:37.195000,0 days 00:01:36.144000,0 days 00:01:35.589000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,8,GRO,grosjean,Romain Grosjean,Haas F1 Team,7.0,,,0 days 00:01:37.575000,0 days 00:01:36.732000,0 days 00:01:36.192000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,16,LEC,leclerc,Charles Leclerc,Sauber,8.0,,,0 days 00:01:37.124000,0 days 00:01:36.580000,0 days 00:01:36.237000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,31,OCO,ocon,Esteban Ocon,Racing Point,9.0,,,0 days 00:01:36.936000,0 days 00:01:36.814000,0 days 00:01:36.540000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,27,HUL,hulkenberg,Nico Hulkenberg,Renault,10.0,,,0 days 00:01:37.569000,0 days 00:01:36.630000,0 days 00:01:36.542000,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,55,SAI,sainz,Carlos Sainz,Renault,11.0,,,0 days 00:01:37.757000,0 days 00:01:36.982000,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,9,ERI,ericsson,Marcus Ericsson,Sauber,12.0,,,0 days 00:01:37.619000,0 days 00:01:37.132000,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,20,MAG,kevin_magnussen,Kevin Magnussen,Haas F1 Team,13.0,,,0 days 00:01:37.934000,0 days 00:01:37.309000,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,11,PER,perez,Sergio Perez,Racing Point,14.0,,,0 days 00:01:37.255000,0 days 00:01:37.541000,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,14,ALO,alonso,Fernando Alonso,McLaren,15.0,,,0 days 00:01:37.890000,0 days 00:01:37.743000,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,28,HAR,brendon_hartley,Brendon Hartley,Toro Rosso,16.0,,,0 days 00:01:37.994000,,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,10,GAS,gasly,Pierre Gasly,Toro Rosso,17.0,,,0 days 00:01:38.166000,,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,2,VAN,vandoorne,Stoffel Vandoorne,McLaren,18.0,,,0 days 00:01:38.577000,,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,35,SIR,sirotkin,Sergey Sirotkin,Williams,19.0,,,0 days 00:01:38.635000,,,,
2018,21,Abu Dhabi Grand Prix,2018-11-25,18,STR,stroll,Lance Stroll,Williams,20.0,,,0 days 00:01:38.682000,,,,
